index,X,Y,FID,STTNKEY,STTNID,NHS,LOCATION,CONFIDENCE,COMMENT,LONGITUDE,LATITUDE,STPOSTAL,AADT,YEAR_GEO,FCLASS,STFIPS,CTFIPS,VERSION
1763,-84.50776673530228,42.74921018946792,3415,26009049,009049,2,0.5 MILES NORTH OF GRAND RIVER AVE.,3, ,-84.507767,42.749211,MI,0,1999, ,26,65,1
1764,-85.4434147361737,43.5477611902116,3416,26005140,005140,0,"OLD US-131, 0.5 MILES NORTH OF 5 MILE RD.",3, ,-85.443415,43.547761,MI,0,1999, ,26,107,1
1765,-85.21649873596236,42.29772118904752,3417,26009500,009500,7,COLUMBIA RD. WEST OF LAVISTA IN BATTLE CREEK,3, ,-85.216499,42.297721,MI,0,1999, ,26,25,1
1766,-83.54286273440381,31.959347179419296,3418,13000074,000074,0,"PITTS; SR 215 , N OF CITY IN WILCOX CO",3, ,-83.542863,31.959348,GA,290,1999,7,13,315,1
1767,-84.79569573557046,37.62386718469457,3419,21000665,000665,7,"MP 1.5, BTW KY34 AND KY37",3, ,-84.795696,37.623867,KY,11290,2000,14,21,21,1
1768,-84.05085773487691,44.05065319067996,3420,26004050,004050,0,"OLD M-76, 2.0 NORTHWEST OF STERLING CITY",3, ,-84.050858,44.050654,MI,0,1999, ,26,11,1
1769,-83.02397973392044,38.95668818593601,3421,39000064,000064,2,AT SCIOTO COUNTY LINE,3, ,-83.02398,38.956689,OH,0,1999, ,39,131,1
1770,-85.21648273596246,42.29772518904745,3422,26009509,009509,7,COLUMBIA RD. WEST OF LAVISTA IN BATTLE CREEK,3, ,-85.216483,42.297725,MI,0,1999, ,26,25,1
1771,-83.55210873441216,41.5974991883952,3423,39000718,000718,1,"1.0 MI. N. OF BUCK RD., LOG 31.32        WOOD CO.",3, ,-83.552109,41.597499,OH,35316,2000,1,39,173,1
1772,-85.44466273617489,43.49033519015825,3424,26005149,005149,0,"OLD US-131 MORLEY, NORTH BOUND",3, ,-85.444663,43.490335,MI,0,1999, ,26,107,1
1773,-83.65987973451274,41.11264118794388,3425,39000719,000719,1,"0.36 MI. N. OF T101, LOG 21.51",3, ,-83.659879,41.112641,OH,25125,2000,1,39,63,1
1774,-84.61308773540054,43.17589418986538,3426,26005150,005150,0,2.5 MILES WEST OF US-27,3, ,-84.613088,43.175894,MI,0,1999, ,26,57,1
1775,-84.5638717353545,38.031268185074,3427,21000753,000753,7,"MP 3.5, BETWEEN US 60 & US 68",3, ,-84.563872,38.031268,KY,27107,2000,12,21,67,1
1776,-84.36437073516889,39.38365718633343,3428,39000065,000065,1,"2.1 MI. N. OF TYLERSVILLE RD, LOG 2.45, MONROE",3, ,-84.364371,39.383657,OH,0,1999, ,39,17,1
1777,-85.21047373595685,42.31990418906804,3429,26009510,009510,7,"BUS. LOOP, W. OF FOREST-CARL ST. IN BATTLE CREEK",3, ,-85.210474,42.319905,MI,0,1999, ,26,25,1
1778,-84.57569473536569,42.72577518944609,3430,26009050,009050,1,AT EVERETT ST. OVERPASS,3, ,-84.575695,42.725775,MI,0,1999, ,26,65,1
1779,-84.61308773540054,43.17589418986538,3431,26005160,005160,0,2.5 MILES WEST OF US-27,3, ,-84.613088,43.175894,MI,0,1999, ,26,57,1
1780,-82.45455773339016,38.37505718539416,3432,54000013,000013,0,WAY CO  WV 152 0.3 MILE NORTH OF CO 52/1,0, ,-82.454558,38.375057,WV,14351,0,6,54,99,1
1781,-83.78602073463026,39.53527518647479,3433,39000066,000066,1,"3.4 MI. NE. OF US 68, LOG 12.00, WILMINGTON",3, ,-83.786021,39.535275,OH,0,2000, ,39,27,1
1782,-85.21047373595685,42.31990418906804,3434,26009520,009520,7,"BUS. LOOP, W. OF FOREST-CARL ST. IN BATTLE CREEK",3, ,-85.210474,42.319905,MI,0,1999, ,26,25,1
1783,-84.5638727353546,38.0312691850741,3435,21000757,000757,7,"MP 3.5, BETWEEN US 60 & US 68",3, ,-84.563873,38.031269,KY,31655,2000,12,21,67,1
1784,-84.05089773487671,44.05067319068019,3436,26004060,004060,0,"OLD M-76, 2.0 NORTHWEST OF STERLING CITY",3, ,-84.050898,44.050673,MI,0,1999, ,26,11,1
1785,-84.61308773540054,43.17589418986538,3437,26005169,005169,0,2.5 MILES WEST OF US-27,3, ,-84.613088,43.175894,MI,0,1999, ,26,57,1
1786,-82.28726573323422,38.41837718543468,3438,54000002,000002,1,CAB CO    I-64 1.5 MILES WEST OF CO 60/89(EXIT 20),3, ,-82.287266,38.418378,WV,0,1999, ,54,11,1
1787,-85.01405273577387,43.927524190565165,3439,26003020,003020,7,7.0 MILES NORTHWEST OF U.S.-10,3, ,-85.014053,43.927525,MI,0,1999, ,26,35,1
1788,-84.05085773487691,44.05065319067996,3440,26004069,004069,0,"OLD M-76, 2.0 NORTHWEST OF STERLING CITY",3, ,-84.050858,44.050654,MI,0,1999, ,26,11,1
1789,-85.21239873595864,42.31992218906827,3441,26009529,009529,7,"BL-94(DICKMAN) BATTLE CREEK, E BD VOL E OF 20TH ST",3, ,-85.212398,42.319922,MI,0,1999, ,26,25,1
1790,-82.66758573358851,37.95950718500716,3442,21000771,000771,7,"MP 5.6, US23 N. OF US641",2,US641 is believed to be S645,-82.667585,37.959508,KY,4767,2000,2,21,127,1
1791,-84.57569473536569,42.72577518944609,3443,26009060,009060,1,AT EVERETT ST. OVERPASS,3, ,-84.575695,42.725775,MI,0,1999, ,26,65,1
1792,-85.1332757358848,42.78449018950078,3444,26005189,005189,0,"JORDAN LK.RD. LK. ODESSA, N. BD.",3,Not on NHPN,-85.133276,42.78449,MI,0,1999, ,26,0,1
1793,-82.06182273302444,38.790485185781215,3445,54000015,000015,7,MAS CO  US 35 1.0 MILES NORTH OF CO 27,3, ,-82.061822,38.790485,WV,7737,1999,6,54,53,1
1794,-84.38053473518382,41.06706018790128,3446,39000068,000068,0,"1.8 MI. S. OF SR 613, LOG 6.40, PAULDING",3,Not on NHPN,-84.380535,41.06706,OH,0,1999, ,39,0,1
1795,-83.0548387339493,32.80617818020777,3447,13000075,000075,0,TOOMSBORO; SR 57 AT E CITY LIMITS IN WILKINSON CO,3, ,-83.054839,32.806178,GA,1217,1999,6,13,319,1
1796,-83.83460673467538,39.894520186809416,3448,39000070,000070,1,"1.0 MI. E. OF US 60, LOG 12.01, SPRINGFIELD",2,US 60 is not find in OH; should be US 68,-83.834606,39.89452,OH,0,1999, ,39,23,1
1797,-81.97457573294312,37.91492818496574,3449,54000017,000017,7,LOG CO  WV 10 1.1 MILES SOUTH OF CO 119/90,3, ,-81.974576,37.914928,WV,6543,1999,6,54,45,1
1798,-85.14451573589531,42.31891418906713,3450,26009530,009530,0,"RAYMOND ST., NORTH OF MICH. AVE. IN BATTLE CREEK",3,Not on NHPN,-85.144516,42.318915,MI,0,1999, ,26,0,1
1799,-82.66758573358851,37.95950718500716,3451,21000775,000775,7,"MP 5.6, US23 N. OF US641",2,US641 is believed to be S645,-82.667585,37.959508,KY,5103,2000,2,21,127,1
1800,-85.46888673619742,42.87940718958907,3452,26005210,005210,1,5.0 MILES WEST OF M-50,3, ,-85.468886,42.879407,MI,0,1999, ,26,81,1
1801,-84.87122673564083,43.835483190479685,3453,26003029,003029,0,"M-115 FARWELL, NW. BD.",3, ,-84.871227,43.835483,MI,0,1999, ,26,35,1
1802,-84.41729673521803,33.74113418107845,3454,13000076,000076,1,ATLANTA I-20 @ ASHBY ST IN FULTON COUNTY,3, ,-84.417297,33.741134,GA,0,1999, ,13,121,1
1803,-84.57569473536569,42.72577518944609,3455,26009069,009069,1,I-496 LANSING E. BD. AT EVERETT,3, ,-84.575695,42.725775,MI,0,1999, ,26,65,1
1804,-84.12733473494815,44.46200919106314,3456,26004070,004070,0,0.2 MILES SOUTH OF BORDEN RD.(N. OF ROSE CITY),3, ,-84.127335,44.462009,MI,0,1999, ,26,129,1
1805,-85.14451573589531,42.31891418906713,3457,26009540,009540,0,"RAYMOND ST., NORTH OF MICH. AVE. IN BATTLE CREEK",3,Not on NHPN,-85.144516,42.318915,MI,0,1999, ,26,0,1
1806,-85.61239073633094,38.17348718520628,3458,21000801,000801,7,MP 7.850 N. OF HURSTBORNE LANE,3, ,-85.612391,38.173487,KY,12252,2000,14,21,111,1
1807,-83.69474173454523,41.66109118845457,3459,39000071,000071,1,"1.0 MI. S. OF US 20-120, LOG 8.05, TOLEDO",3, ,-83.694742,41.661091,OH,77638,2000,11,39,95,1
1808,-82.14169773309858,38.43346418544878,3460,54000025,000025,0,CAB CO  US 60 0.1 MILE WEST OF CO 25/1,1,Unable to locate CO 25/1,-82.141697,38.433465,WV,0,1999, ,54,11,1
1809,-84.11129773493298,39.74324518666855,3461,39000105,000105,7,"0.7 MI. W. OF DAYTON-XENIA RD, LOG 20.44, DAYTON",3, ,-84.111298,39.743246,OH,69960,2000,12,39,113,1
1810,-85.14450673589546,42.31887918906704,3462,26009549,009549,0,"RAYMOND ST. BATTLE CREEK, N BD VOL N. OF MICH AVE",3,Not on NHPN,-85.144507,42.318879,MI,0,1999, ,26,0,1
1811,-85.6124497363312,38.1735241852067,3463,21000805,000805,7,MP 7.850 N. OF HURSTBORNE LANE,3, ,-85.612449,38.173524,KY,12225,2000,14,21,111,1
1812,-85.46888673619742,42.87940718958907,3464,26005220,005220,1,5.0 MILES WEST OF M-50,3, ,-85.468887,42.879407,MI,0,1999, ,26,81,1
1813,-82.55541673348392,38.39060818540867,3465,54000026,000026,1,WAY CO  I-64 1.0 MILE EAST OF US 52 (EXIT 1),3, ,-82.555416,38.390608,WV,22004,1999,11,54,99,1
1814,-84.12733473494815,44.46200919106314,3466,26004080,004080,0,0.2 MILES SOUTH OF BORDEN RD.(N. OF ROSE CITY),3, ,-84.127335,44.462009,MI,0,1999, ,26,129,1
1815,-84.5226627353163,42.72489318944541,3467,26009089,009089,0,"CLEMENS ST LANSING, NORTH BOUND VOLUME AT I-496",3,Not on NHPN,-84.522663,42.724893,MI,0,1999, ,26,0,1
1816,-84.37908173518258,33.743254181080495,3468,13000077,000077,1,ATLANTA I-20 @ HILL ST IN FULTON COUNTY,3, ,-84.379082,33.743254,GA,163542,1999,11,13,121,1
1817,-85.46888573619741,42.87940718958907,3469,26005229,005229,1,5.0 MILES WEST OF M-50,3, ,-85.468886,42.879407,MI,0,1999, ,26,81,1
1818,-84.35857873516322,42.275417189026776,3470,26007190,007190,2,0.1 MILES SOUTH OF I-94,3, ,-84.358579,42.275418,MI,0,1999, ,26,75,1
1819,-84.18970773500605,39.78919618671125,3471,39000106,000106,0,"KEOWEE ST BRIDGE MIA. RIVER, LOG 2.85, DAYTON",3,Not on NHPN,-84.189708,39.789196,OH,0,1999, ,39,0,1
1820,-85.66799473638291,38.08470818512387,3472,21000841,000841,0,"MP 0.100, LOUISVILLE URBAN AREA, BULLITT CO LINE",3, ,-85.667994,38.084708,KY,12705,2000,14,21,111,1
1821,-84.11625673493768,44.42148619102545,3473,26004089,004089,0,"M-33 ROSE CITY, N. BD.",3, ,-84.116256,44.421486,MI,0,1999, ,26,129,1
1822,-84.35857873516322,42.275417189026776,3474,26007200,007200,2,0.1 MILES SOUTH OF I-94,3, ,-84.358579,42.275418,MI,0,1999, ,26,75,1
1823,-83.08140273397373,42.36616618911125,3475,26009090,009090,7,AT MILWAUKEE ST.,3, ,-83.081402,42.366167,MI,0,1999, ,26,163,1
1824,-84.0129547348415,33.84267818117325,3476,13000078,000078,0,"LENORA CHURCH RD., BTWN DARIAN DR. & E. PARK DR.",3,Not on NHPN,-84.012955,33.842678,GA,16831,1999,16,13,0,1
1825,-85.18060673592889,42.35951818910512,3477,26009550,009550,0,"NORTH ST., NORTH OF MORGAN RD. IN BATTLE CREEK",3,Not on NHPN,-85.180607,42.359518,MI,0,1999, ,26,0,1
1826,-85.66799473638291,38.08470818512387,3478,21000845,000845,0,"MP 0.100, LOUISVILLE URBAN AREA, BULLITT CO LINE",3, ,-85.667994,38.084708,KY,10436,2000,14,21,111,1
1827,-85.18060573592902,42.35965118910508,3479,26009560,009560,0,"NORTH ST., NORTH OF MORGAN RD. IN BATTLE CREEK",3,Not on NHPN,-85.180606,42.359651,MI,0,1999, ,26,0,1
1828,-84.46582673526336,39.17968718614368,3480,39000116,000116,0,"0.7 MI. S. OF SR 561, LOG 7.55, CINCINNATI",3, ,-84.465827,39.179687,OH,0,1999, ,39,61,1
1829,-82.39924473333872,38.39070918540863,3481,54000033,000033,0,CAB CO  WV 10 0.4 MILE SOUTH OF I-64,3, ,-82.399244,38.390709,WV,0,1999, ,54,11,1
1830,-85.44338173617369,43.5255991901912,3482,26005230,005230,0,AT 4 MILE RD.OVERPASS,3, ,-85.443382,43.525599,MI,0,1999, ,26,107,1
1831,-82.85893473376677,41.523372188326206,3483,39000161,000161,4,LOG 12.91 CORNER OF SR 53 & 163 E OF PORT CLINTON,3, ,-82.858934,41.523373,OH,0,2000, ,39,123,1
1832,-85.44338173617369,43.5255991901912,3484,26005240,005240,0,AT 4 MILE RD.OVERPASS,3, ,-85.443382,43.525599,MI,0,1999, ,26,107,1
1833,-81.98052973294877,38.45562618546915,3485,54000039,000039,1,PUT CO  I-64 2.5 MILES WEST OF WV 34 (EXIT 39),3, ,-81.980529,38.455626,WV,0,1999, ,54,79,1
1834,-84.36800673517217,37.91920618496971,3486,21000901,000901,1,"MP 100.5, NEAR CLAYS FERRY EXIT, FAYETTE CO.",3, ,-84.368007,37.919206,KY,32533,2000,1,21,67,1
1835,-84.80444273557873,44.258071190873125,3487,26004090,004090,2,5.4 MILES SOUTH OF M-55,3, ,-84.804443,44.258071,MI,0,1999, ,26,143,1
1836,-85.18063273592901,42.35962018910504,3488,26009569,009569,0,"NORTH ST. BATTLE CREEK, N. BD. VOL N. OF MORGAN RD",3,Not on NHPN,-85.180633,42.35962,MI,0,1999, ,26,0,1
1837,-82.0059737329723,37.83965118489554,3489,54000043,000043,0,LOG CO  WV 44 0.5 MILE SOUTH OF US 119,3, ,-82.005974,37.839651,WV,10240,1999,7,54,45,1
1838,-83.08140273397373,42.36616618911125,3490,26009100,009100,7,AT MILWAUKEE ST.,3, ,-83.081402,42.366167,MI,0,1999, ,26,163,1
1839,-82.6901347336095,40.60393918747002,3491,39000163,000163,0,"2.03 MI. S. OF SR 314, LOG 22.04, CITY OF MT. GILE",3, ,-82.690135,40.603939,OH,2525,1999,2,39,117,1
1840,-85.48358773621112,43.48983619015763,3492,26005249,005249,7,"US-131 MORLEY, SOUTH BOUND VOLUME",3, ,-85.483588,43.489836,MI,0,1999, ,26,107,1
1841,-84.36801873517221,37.9192261849696,3493,21000905,000905,1,"MP 100.5, NEAR CLAYS FERRY EXIT, FAYETTE CO.",3, ,-84.368019,37.919227,KY,32841,2000,1,21,67,1
1842,-83.50240873436601,41.80769918859101,3494,26588469,588469,0,"LAKEWOOD RD. ERIE E. BD., W. OF US-24",3, ,-83.502409,41.807699,MI,0,2001, ,26,115,1
1843,-83.52238073438457,35.75896018295776,3495,47000003,000003,7,SR 71 - 3.8 MI N OF GATLINBURG IN SEVIER COUNTY,3, ,-83.522381,35.75896,TN,32452,1999,2,47,155,1
1844,-84.35857873516322,42.275417189026776,3496,26007209,007209,2,0.1 MILES SOUTH OF I-94,3, ,-84.358579,42.275418,MI,0,1999, ,26,75,1
1845,-84.34045573514635,33.60238718094938,3497,13000079,000079,0,MAIN ST. IN LAKE CITY BTWN HARPER DR&LAKELAND CI,2,Not on NHPN,-84.340456,33.602388,GA,23336,1999,16,13,0,1
1846,-82.86070473376844,41.523470188326485,3498,39000200,000200,0,"0.1 MI W OF SR 53, LOG 29.60",3, ,-82.860705,41.52347,OH,0,2000, ,39,123,1
1847,-82.53753773346733,43.36360719004012,3499,26006030,006030,0,4.7 MILES SOUTH OF M-46,3, ,-82.537538,43.363607,MI,0,1999, ,26,151,1
1848,-84.54093073533316,39.05800018603025,3500,21000931,000931,1,"MP 188.0, COVINGTON-NEWPORT AREA, NEAR KYLES LANE",3, ,-84.540931,39.058,KY,74992,2000,11,21,117,1
1849,-84.80444273557873,44.258071190873125,3501,26004100,004100,2,5.4 MILES SOUTH OF M-55,3, ,-84.804443,44.258071,MI,0,1999, ,26,143,1
1850,-83.67829473452981,41.831701188613344,3502,26588689,588689,3,"US-23 DUNDEE, NORTH BOUND TOTAL AT THE T.I.C.",3, ,-83.678295,41.831701,MI,0,2001, ,26,115,1
1851,-83.08140273397373,42.36616618911125,3503,26009109,009109,7,M-10 DETROIT N. BD. AT MILWAUKEE,3, ,-83.081402,42.366167,MI,0,1999, ,26,163,1
1852,-83.52266373438486,36.26543418342959,3504,47000025,000025,0,"SR-92, SOUTH OF RUTLEDGE IN GRAINGER COUNTY",3, ,-83.522664,36.265434,TN,2046,1999,6,47,57,1
1853,-82.85914973376703,41.52518418832796,3505,39000201,000201,0,"0.1 MI N OF SR 163, LOG 13.06",3, ,-82.85915,41.525184,OH,0,2000, ,39,123,1
1854,-82.53753773346733,43.36360719004012,3506,26006040,006040,0,4.7 MILES SOUTH OF M-46,3, ,-82.537538,43.363607,MI,0,1999, ,26,151,1
1855,-83.5682947344273,36.262000183426096,3507,47000026,000026,0,"SR-1, WEST OF RUTLEDGE IN GRAINGER COUNTY",3, ,-83.568295,36.262001,TN,2939,1999,6,47,57,1
1856,-82.85897273376668,41.52240718832542,3508,39000202,000202,4,"0.1 MI S OF SR53, LOG 12.75",3,Should be S of SR163,-82.858972,41.522408,OH,0,2000, ,39,123,1
1857,-82.54274173347221,43.432866190104725,3509,26006049,006049,0,"M-25 PORT SANILAC, NORTH BOUND",3, ,-82.542741,43.432867,MI,0,1999, ,26,151,1
1858,-84.54093073533316,39.05800118603018,3510,21000935,000935,1,"MP 188.0, COVINGTON-NEWPORT AREA, NEAR KYLES LANE",3, ,-84.54093,39.058001,KY,76398,2000,11,21,117,1
1859,-83.69821673454835,41.797633188581685,3511,26588709,588709,2,"US-223 DUNDEE, EAST BOUND TOTAL, WEST OF US-23",3, ,-83.698217,41.797633,MI,0,2001, ,26,115,1
1860,-84.3606357351652,42.2769321890281,3512,26007230,007230,1,0.1 MILES WEST OF EAST JCT. WITH US-127,3, ,-84.360636,42.276933,MI,0,1999, ,26,75,1
1861,-84.77883573555475,44.329547190939806,3513,26004109,004109,0,"HOUG-HIGG.DR. HOUGTN. HTS., N. BD.",2,Couldn't find Houghton-Higgins Dr.,-84.778836,44.329547,MI,0,1999, ,26,143,1
1862,-85.56689373628859,42.289418189039786,3514,26009130,009130,7,"BUSINESS LOOP, SOUTH OF M-43",3, ,-85.566894,42.289418,MI,0,1999, ,26,77,1
1863,-84.36807573517211,33.5436431808946,3515,13000080,000080,7,TARA BLVD SOUTH OF MORROW INDUSTRIAL BLVD.,2,Poor Location Description,-84.368076,33.543643,GA,25882,1999,14,13,63,1
1864,-82.85529973376333,41.524888188327616,3516,39000203,000203,0,"0.2 MI E OF SR53, LOG 29.95",3, ,-82.8553,41.524889,OH,0,2000, ,39,123,1
1865,-85.29721473603762,35.0207711822702,3517,47000030,000030,1,"I-24, WEST OF SR-27, CHATTANOOGA IN HAMILTON CNTY",2,Some portions of SR-27 are unknown,-85.297214,35.020772,TN,0,1999, ,47,65,1
1866,-83.69487173454523,41.75915318854606,3518,26588729,588729,3,"US-23 LAMBERTVILLE, N.BD.",3, ,-83.694872,41.759153,MI,0,2001, ,26,115,1
1867,-82.83222773374166,41.53138318833373,3519,39000204,000204,0,"0.1 MI W OF SR 269, LOG 31.15",3, ,-82.832228,41.531384,OH,0,2000, ,39,123,1
1868,-85.31455473605365,35.04213718229028,3520,47000032,000032,1,"I-124, S. OF 12TH ST, CHATTANOOGA IN HAMILTON CNTY",3, ,-85.314555,35.042137,TN,49059,1999,11,47,65,1
1869,-84.3372417351436,42.80217218951731,3521,26006050,006050,1,6.5 MILES SOUTHWEST OF M-52,3, ,-84.337242,42.802173,MI,0,1999, ,26,155,1
1870,-85.67923673639318,38.20615018523687,3522,21000943,000943,1,"MP 15.0, LOUISVILLE EB, BETWEEN 31E & KY1703",3, ,-85.679237,38.20615,KY,66089,2000,11,21,111,1
1871,-84.19314373500924,35.893913183083434,3523,47000037,000037,1,I-40 NEAR WEIGH STATION IN KNOX COUNTY,3, ,-84.193144,35.893913,TN,0,1999, ,47,93,1
1872,-85.57146573629296,42.29352518904352,3524,26009140,009140,7,"BUSINESS LOOP, SOUTH OF M-43",3, ,-85.571466,42.293525,MI,0,1999, ,26,77,1
1873,-84.3372417351436,42.80217218951731,3525,26006060,006060,1,6.5 MILES SOUTHWEST OF M-52,3, ,-84.337242,42.802173,MI,0,1999, ,26,155,1
1874,-84.3606357351652,42.2769321890281,3526,26007240,007240,1,0.1 MILES WEST OF EAST JCT. WITH US-127,3, ,-84.360636,42.276933,MI,0,1999, ,26,75,1
1875,-85.67923673639318,38.20615018523687,3527,21000957,000957,1,"MP 15.0, LOUISVILLE WB, BETWEEN 31E & KY1703",3, ,-85.679237,38.20615,KY,76900,2000,11,21,111,1
1876,-82.83029173374001,41.53001718833263,3528,39000205,000205,0,"0.1 MI S OF SR163 (SOUTH LEG), LOG 03.74",3,Not on NHPN,-82.830291,41.530018,OH,0,2000, ,39,0,1
1877,-83.69487173454523,41.75915318854606,3529,26588739,588739,3,"US-23 LAMBERTVILLE, N.BD.",3, ,-83.694872,41.759153,MI,0,2001, ,26,115,1
1878,-84.36612773517048,33.961002181283334,3530,13000081,000081,0,ROSWELL RD N OF DALRYMPLE RD IN FULTON COUNT,3,Not on NHPN,-84.366128,33.961002,GA,24010,1999,16,13,0,1
1879,-84.17188873498945,36.238832183404725,3531,47000038,000038,1,I-75 NEAR WEIGH STATION IN ANDERSON COUNTY,2,There is a rest area just north of adjacent county,-84.171888,36.238832,TN,39394,1999,1,47,1,1
1880,-82.81835073372885,41.53089518833332,3532,39000206,000206,0,"0.2 MI E OF SR269, LOG 31.70",3, ,-82.818351,41.530895,OH,0,2000, ,39,123,1
1881,-84.3372417351436,42.80217218951731,3533,26006069,006069,1,6.5 MILES SOUTHWEST OF M-52,3, ,-84.337242,42.802173,MI,0,1999, ,26,155,1
1882,-84.46649373526384,39.05125218602405,3534,21000961,000961,1,"MP 1.9, COV-NEWPORT URBAN AREA, BTW US 127&I275",2,US 127 is assumed to be US 27,-84.466493,39.051252,KY,47293,2000,11,21,37,1
1883,-85.48347773621094,43.454627190125,3535,26595249,595249,7,"US-131 MORLEY, N.BD. TOTAL",3, ,-85.483478,43.454627,MI,0,2001, ,26,117,1
1884,-84.3606357351652,42.2769321890281,3536,26007249,007249,1,0.1 MILES WEST OF EAST JCT. WITH US-127,3, ,-84.360636,42.276933,MI,0,1999, ,26,75,1
1885,-83.52828973439024,35.69602818289916,3537,47000057,000057,7,SR-71 SOUTHWEST OF GATLINBURG IN SEVIER COUNTY,3, ,-83.52829,35.696028,TN,0,1999, ,47,155,1
1886,-84.63541573542125,33.79420018112807,3538,13000083,000083,7,THORNTON RD S OF AUSTELL IN DOUGLAS COUNTY,3, ,-84.635416,33.794201,GA,0,1999, ,13,97,1
1887,-82.82225973373261,41.533945188336126,3539,39000207,000207,0,"0.2 MI N OF SR163 (NORTH LEG), LOG 04.47",3,Not on NHPN,-82.822259,41.533946,OH,0,2000, ,39,0,1
1888,-82.88074973378701,43.0129661897136,3540,26006070,006070,0,"OLD M-21, 6.3 MILES WEST OF M-19",3, ,-82.88075,43.012966,MI,0,1999, ,26,147,1
1889,-85.56689373628859,42.289418189039786,3541,26009149,009149,7,"BUSINESS LOOP, SOUTH OF M-43",3, ,-85.566894,42.289418,MI,0,1999, ,26,77,1
1890,-84.46648073526394,39.051242186023885,3542,21000965,000965,1,"MP 1.9, COV-NEWPORT URBAN AREA, BTW US 127&I275",2,US 127 is assumed to be US 27,-84.466481,39.051242,KY,46564,2000,11,21,37,1
1891,-83.60647373446297,42.51608118925096,3543,26638209,638209,1,I-96 NEW HUDSON E. BD.,3, ,-83.606474,42.516082,MI,108719,2001,11,26,125,1
1892,-83.94293273477635,35.96677918315127,3544,47000514,000514,0,"SR-62, WESTERNAVE NEAR WEBSTER ST IN KNOXVILLE",3, ,-83.942933,35.966779,TN,0,1999, ,47,93,1
1893,-84.99806273575905,41.84030118862149,3545,26007250,007250,1,AT THE TOURIST INFORMATION CENTER,3, ,-84.998063,41.840301,MI,0,1999, ,26,23,1
1894,-84.33539473514179,33.80758018114033,3546,13000084,000084,0,BRIARCLIFF RD N OF SHEPHERDS LN IN DEKALB COUNTY,3, ,-84.335394,33.80758,GA,12988,1999,14,13,89,1
1895,-82.98447373388369,39.98192718689075,3547,39000119,000119,1,"0.3 MI. S. OF 11TH AVE., LOG 19.35, COLUMBUS",3, ,-82.984474,39.981927,OH,0,2000, ,39,49,1
1896,-82.88074973378701,43.0129661897136,3548,26006080,006080,0,"OLD M-21, 6.3 MILES WEST OF M-19",3, ,-82.88075,43.012966,MI,0,1999, ,26,147,1
1897,-84.47181573526883,39.02910118600328,3549,21000971,000971,1,"MP 76.4, COV-NEWPORT URBAN AREA, AT KY 1996 OV",3, ,-84.471816,39.029101,KY,37221,2000,11,21,37,1
1898,-83.11077873400124,42.62510318935238,3550,26638409,638409,2,"M-59 TROY, E. BD. AT JOHN R",3, ,-83.110779,42.625103,MI,84654,2001,12,26,125,1
1899,-84.47181573526883,39.02910118600328,3551,21000975,000975,1,"MP 76.4, COV-NEWPORT URBAN AREA, AT KY 1996 OV",3, ,-84.471816,39.029101,KY,38187,2000,11,21,37,1
1900,-84.18632273500282,39.79231218671411,3552,39000120,000120,1,"S. OF WAGONER-FORD RD., LOG 15.34, DAYTON",3, ,-84.186323,39.792312,OH,0,1999, ,39,113,1
1901,-82.88074973378701,43.0129661897136,3553,26006089,006089,0,"OLD M-21, 6.3 MILES WEST OF M-19",3, ,-82.88075,43.012966,MI,0,1999, ,26,147,1
1902,-84.47795773527464,42.73354918945324,3554,26009150,009150,0,WEST OF COLLINGWOOD ST. IN EAST LANSING,3, ,-84.477957,42.733549,MI,0,1999, ,26,65,1
1903,-83.93521773476915,35.98626618316939,3555,47000515,000515,0,RT-1256 CENTRAL AVE. NEAR EMERAL IN KNOXVILLE,3,Not on NHPN,-83.935218,35.986266,TN,10004,1999,16,47,0,1
1904,-83.11075573400119,42.62487918935232,3556,26638449,638449,0,"JOHN R TROY, N. BD. AT M-59",3,Not on NHPN,-83.110756,42.62488,MI,0,2001, ,26,0,1
1905,-84.99806273575905,41.84030118862149,3557,26007260,007260,1,AT THE TOURIST INFORMATION CENTER,3, ,-84.998063,41.840301,MI,0,1999, ,26,23,1
1906,-85.6040637363232,38.12932818516549,3558,21000981,000981,1,"MP 16.134, LOUISVILLE URBAN AREA,JOHNSON SCHOOL OV",3, ,-85.604064,38.129328,KY,33242,2000,11,21,111,1
